Strain,Accession ID,Collection date,lineage,scorpio_call,Location
hCoV-19/USA/AK-CDC-LC0252764/2021,EPI_ISL_4341584,8/28/2021,AY.47,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0252758/2021,EPI_ISL_4341585,8/29/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0252756/2021,EPI_ISL_4341586,8/29/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0253111/2021,EPI_ISL_4341629,9/2/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0253119/2021,EPI_ISL_4341630,9/2/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0253149/2021,EPI_ISL_4341631,9/1/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0253150/2021,EPI_ISL_4341632,9/1/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0253148/2021,EPI_ISL_4341633,9/1/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0253146/2021,EPI_ISL_4341647,9/2/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0253154/2021,EPI_ISL_4341648,9/2/2021,B.1.617.2,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-STM-000038524/2021,EPI_ISL_4346709,3/18/2021,B.1.1.7,Alpha (B.1.1.7-like),Unspecified
hCoV-19/USA/AK-PHL151/2020,EPI_ISL_435441,4/7/2020,B.1,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL153/2020,EPI_ISL_435442,4/7/2020,B.1.38,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL180/2020,EPI_ISL_435443,4/8/2020,B.1,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL193/2020,EPI_ISL_435444,4/9/2020,B.1.38,,Anchorage-Mat Su
hCoV-19/USA/AK-CDC-ASC210161869/2021,EPI_ISL_4360699,7/18/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210065587/2021,EPI_ISL_4361363,5/19/2021,B.1.621.1,Mu (B.1.621-like),Unspecified
hCoV-19/USA/AK-PHL152/2020,EPI_ISL_436464,4/7/2020,B.1.38,,Anchorage-Mat Su
hCoV-19/USA/AK-CDC-QDX25930999/2021,EPI_ISL_4369913,6/16/2021,B.1.621,Mu (B.1.621-like),Unspecified
hCoV-19/USA/AK-CDC-LC0069159/2021,EPI_ISL_4373364,6/1/2021,B.1.637,,Unspecified
hCoV-19/USA/AK-CDC-LC0073596/2021,EPI_ISL_4373811,6/14/2021,P.1,Gamma (P.1-like),Unspecified
hCoV-19/USA/AK-PHL200/2020,EPI_ISL_437437,4/12/2020,B.1,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL034/2020,EPI_ISL_437513,3/23/2020,B.1,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL041/2020,EPI_ISL_437514,3/23/2020,B.1.1,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL070/2020,EPI_ISL_437515,3/28/2020,B.1.38,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL122/2020,EPI_ISL_437516,3/24/2020,B.1,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL178/2020,EPI_ISL_437517,4/8/2020,B.1.38,,Anchorage-Mat Su
hCoV-19/USA/AK-PHL283/2020,EPI_ISL_437518,4/26/2020,B.1.119,,Interior
hCoV-19/USA/AK-CDC-ASC210098906/2021,EPI_ISL_4375509,8/31/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0071119/2021,EPI_ISL_4376278,6/7/2021,B.1.1.7,Alpha (B.1.1.7-like),Unspecified
hCoV-19/USA/AK-PHL087/2020,EPI_ISL_437873,3/31/2020,B.1,,Southeast
hCoV-19/USA/AK-CDC-ASC210126067/2021,EPI_ISL_4382256,9/5/2021,AY.39,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210126869/2021,EPI_ISL_4382571,9/2/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210103142/2021,EPI_ISL_4387165,9/1/2021,AY.39.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210103143/2021,EPI_ISL_4387167,9/1/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-IBX178701677804/2021,EPI_ISL_4388562,4/24/2021,B.1.1.519,,Unspecified
hCoV-19/USA/AK-CDC-ASC210100601/2021,EPI_ISL_4390269,9/2/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210105369/2021,EPI_ISL_4391951,9/2/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210118074/2021,EPI_ISL_4397959,8/16/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210118079/2021,EPI_ISL_4397964,8/13/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210096523/2021,EPI_ISL_4401481,8/23/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210096525/2021,EPI_ISL_4401486,8/23/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210096526/2021,EPI_ISL_4401488,8/23/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210096626/2021,EPI_ISL_4401591,8/31/2021,AY.110,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28508722/2021,EPI_ISL_4458576,9/4/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549746/2021,EPI_ISL_4458690,9/5/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549743/2021,EPI_ISL_4458970,9/5/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549747/2021,EPI_ISL_4458974,9/5/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549750/2021,EPI_ISL_4459119,9/5/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28468334/2021,EPI_ISL_4459185,9/3/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549745/2021,EPI_ISL_4459220,9/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28468355/2021,EPI_ISL_4459424,9/3/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549751/2021,EPI_ISL_4459449,9/5/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549744/2021,EPI_ISL_4459544,9/6/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28468358/2021,EPI_ISL_4459558,9/2/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549748/2021,EPI_ISL_4459645,9/5/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28549749/2021,EPI_ISL_4459656,9/5/2021,AY.54,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28381240/2021,EPI_ISL_4466110,8/27/2021,AY.47,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28468359/2021,EPI_ISL_4466134,9/3/2021,AY.20,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28468360/2021,EPI_ISL_4466195,9/4/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28468356/2021,EPI_ISL_4466287,9/3/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28468347/2021,EPI_ISL_4466390,9/3/2021,AY.39.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-QDX28381268/2021,EPI_ISL_4466469,8/29/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S6016/2021,EPI_ISL_4467292,8/24/2021,B.1.621.1,Mu (B.1.621-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263578/2021,EPI_ISL_4475905,8/24/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263541/2021,EPI_ISL_4475964,8/24/2021,AY.13,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263570/2021,EPI_ISL_4475974,8/24/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263575/2021,EPI_ISL_4476019,8/24/2021,AY.13,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263572/2021,EPI_ISL_4476021,8/24/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263579/2021,EPI_ISL_4476025,8/24/2021,AY.103,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263686/2021,EPI_ISL_4476163,8/25/2021,AY.100,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0266602/2021,EPI_ISL_4476491,8/25/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0266662/2021,EPI_ISL_4476516,8/25/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0266599/2021,EPI_ISL_4476518,8/25/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0266659/2021,EPI_ISL_4476520,8/25/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0266660/2021,EPI_ISL_4476522,8/25/2021,AY.36,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263537/2021,EPI_ISL_4476589,8/26/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263538/2021,EPI_ISL_4476594,8/26/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263662/2021,EPI_ISL_4476613,8/26/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0263540/2021,EPI_ISL_4476647,8/26/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0266612/2021,EPI_ISL_4476659,8/26/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265423/2021,EPI_ISL_4476924,8/28/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265420/2021,EPI_ISL_4476927,8/28/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265421/2021,EPI_ISL_4476940,8/28/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265422/2021,EPI_ISL_4476954,8/28/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265417/2021,EPI_ISL_4476997,8/29/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265419/2021,EPI_ISL_4477042,8/29/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265653/2021,EPI_ISL_4477066,8/29/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265418/2021,EPI_ISL_4477085,8/29/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265490/2021,EPI_ISL_4477245,8/30/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265770/2021,EPI_ISL_4477250,8/30/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265825/2021,EPI_ISL_4477261,8/30/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265771/2021,EPI_ISL_4477265,8/30/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265438/2021,EPI_ISL_4477269,8/30/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265476/2021,EPI_ISL_4477273,8/30/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265437/2021,EPI_ISL_4477278,8/30/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265454/2021,EPI_ISL_4477282,8/30/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265491/2021,EPI_ISL_4477286,8/30/2021,AY.3.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265824/2021,EPI_ISL_4477290,8/30/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265332/2021,EPI_ISL_4477306,8/30/2021,AY.75,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265826/2021,EPI_ISL_4477320,8/30/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265518/2021,EPI_ISL_4477324,8/30/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265330/2021,EPI_ISL_4477397,8/30/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265331/2021,EPI_ISL_4477402,8/30/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265503/2021,EPI_ISL_4478038,8/31/2021,AY.25,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265502/2021,EPI_ISL_4478042,8/31/2021,AY.26,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265815/2021,EPI_ISL_4478054,8/31/2021,AY.25.1,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265450/2021,EPI_ISL_4478098,8/31/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265814/2021,EPI_ISL_4478137,8/31/2021,AY.44,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265414/2021,EPI_ISL_4478810,9/1/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0265415/2021,EPI_ISL_4478883,9/1/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-OHSU-12554/2021,EPI_ISL_4493631,8/18/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-OHSU-4430/2020,EPI_ISL_4494007,11/5/2020,B.1.2,,Anchorage-Mat Su
hCoV-19/USA/AK-CDC-ASC210133397/2021,EPI_ISL_4495785,9/3/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210133398/2021,EPI_ISL_4495786,9/3/2021,AY.3,Delta (B.1.617.2-like),Unspecified
hCoV-19/USA/AK-PHL12088/2021,EPI_ISL_4497431,8/21/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12089/2021,EPI_ISL_4497433,8/21/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12092/2021,EPI_ISL_4497435,8/20/2021,AY.103,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12093/2021,EPI_ISL_4497437,8/19/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL11522/2021,EPI_ISL_4510309,8/16/2021,AY.25,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-ASU15276/2021,EPI_ISL_4513004,9/15/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12799/2021,EPI_ISL_4514708,8/24/2021,AY.103,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL12801/2021,EPI_ISL_4514709,8/24/2021,AY.103,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL12802/2021,EPI_ISL_4514710,8/23/2021,AY.103,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL12805/2021,EPI_ISL_4514711,8/23/2021,AY.103,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL12807/2021,EPI_ISL_4514712,8/23/2021,AY.103,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL12808/2021,EPI_ISL_4514713,8/23/2021,AY.103,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL12811/2021,EPI_ISL_4514714,8/28/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12812/2021,EPI_ISL_4514715,8/28/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12813/2021,EPI_ISL_4514716,8/25/2021,AY.3.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12814/2021,EPI_ISL_4514717,8/25/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12817/2021,EPI_ISL_4514718,8/24/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12818/2021,EPI_ISL_4514719,9/1/2021,AY.44,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL12820/2021,EPI_ISL_4514720,8/31/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12821/2021,EPI_ISL_4514721,9/1/2021,AY.44,Delta (B.1.617.2-like),Northern
hCoV-19/USA/AK-PHL12822/2021,EPI_ISL_4514722,8/30/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12823/2021,EPI_ISL_4514723,8/30/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12824/2021,EPI_ISL_4514724,8/30/2021,AY.100,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12825/2021,EPI_ISL_4514725,8/29/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12826/2021,EPI_ISL_4514726,8/31/2021,AY.25.1,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12827/2021,EPI_ISL_4514727,8/31/2021,AY.3,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12828/2021,EPI_ISL_4514728,8/31/2021,AY.103,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12831/2021,EPI_ISL_4514729,8/31/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12832/2021,EPI_ISL_4514730,8/30/2021,AY.3.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12833/2021,EPI_ISL_4514731,8/17/2021,AY.3.1,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL12835/2021,EPI_ISL_4514732,8/17/2021,AY.103,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL12836/2021,EPI_ISL_4514733,8/17/2021,AY.25,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL12837/2021,EPI_ISL_4514734,8/30/2021,AY.3,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12838/2021,EPI_ISL_4514735,8/30/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12840/2021,EPI_ISL_4514736,8/28/2021,AY.103,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12841/2021,EPI_ISL_4514737,8/29/2021,AY.44,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12842/2021,EPI_ISL_4514738,8/27/2021,AY.75,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12846/2021,EPI_ISL_4514739,8/28/2021,AY.44,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL12847/2021,EPI_ISL_4514740,8/28/2021,AY.103,Delta (B.1.617.2-like),Southeast
hCoV-19/USA/AK-PHL12848/2021,EPI_ISL_4514741,9/3/2021,AY.25,Delta (B.1.617.2-like),Interior
hCoV-19/USA/AK-PHL12850/2021,EPI_ISL_4514742,8/30/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12851/2021,EPI_ISL_4514743,8/30/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12852/2021,EPI_ISL_4514744,8/30/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12853/2021,EPI_ISL_4514745,8/31/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12855/2021,EPI_ISL_4514746,9/1/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12856/2021,EPI_ISL_4514747,8/30/2021,AY.3,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12857/2021,EPI_ISL_4514748,8/30/2021,AY.44,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12860/2021,EPI_ISL_4514749,9/2/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12861/2021,EPI_ISL_4514750,9/1/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12862/2021,EPI_ISL_4514751,9/1/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12863/2021,EPI_ISL_4514752,9/1/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12864/2021,EPI_ISL_4514753,9/1/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12865/2021,EPI_ISL_4514754,9/1/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12866/2021,EPI_ISL_4514755,9/1/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12867/2021,EPI_ISL_4514756,9/1/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12868/2021,EPI_ISL_4514757,9/1/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12869/2021,EPI_ISL_4514758,9/1/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12870/2021,EPI_ISL_4514759,9/1/2021,AY.26,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12871/2021,EPI_ISL_4514760,9/1/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12872/2021,EPI_ISL_4514761,8/31/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12873/2021,EPI_ISL_4514762,8/31/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12875/2021,EPI_ISL_4514763,8/30/2021,AY.25,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12876/2021,EPI_ISL_4514764,8/30/2021,AY.25,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12877/2021,EPI_ISL_4514765,8/30/2021,AY.64,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12878/2021,EPI_ISL_4514766,8/31/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12879/2021,EPI_ISL_4514767,8/30/2021,AY.3,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12881/2021,EPI_ISL_4514768,8/30/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12882/2021,EPI_ISL_4514769,8/28/2021,AY.3.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12884/2021,EPI_ISL_4514770,8/28/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12885/2021,EPI_ISL_4514771,8/30/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12887/2021,EPI_ISL_4514772,8/31/2021,AY.3.1,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12888/2021,EPI_ISL_4514773,8/31/2021,AY.54,Delta (B.1.617.2-like),Gulf Coast
hCoV-19/USA/AK-PHL12889/2021,EPI_ISL_4514774,9/1/2021,AY.54,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12890/2021,EPI_ISL_4514775,8/31/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12891/2021,EPI_ISL_4514776,8/31/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12892/2021,EPI_ISL_4514777,8/31/2021,AY.25,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12910/2021,EPI_ISL_4514778,9/1/2021,AY.47,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12911/2021,EPI_ISL_4514779,9/1/2021,AY.13,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12912/2021,EPI_ISL_4514780,9/1/2021,AY.122,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12915/2021,EPI_ISL_4514781,9/1/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12917/2021,EPI_ISL_4514782,9/1/2021,AY.3,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12918/2021,EPI_ISL_4514783,9/1/2021,AY.25.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12919/2021,EPI_ISL_4514784,9/1/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12920/2021,EPI_ISL_4514785,9/7/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12921/2021,EPI_ISL_4514786,9/7/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12922/2021,EPI_ISL_4514787,9/7/2021,AY.3.1,Delta (B.1.617.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL12923/2021,EPI_ISL_4514788,9/7/2021,AY.44,Delta (B.1.617.2-like),Anchorage-Mat Su
